year,state,ObesityPercent,NoLeisureActivityPercent
2011,Wisconsin,41.94,15.81
2011,Wisconsin,27.64,13.49
2011,Wisconsin,23.58,37.18
2011,Wisconsin,33.16,18.64
2011,Wisconsin,29.79,10.75
2011,Wisconsin,39.94,13.68
2011,Wisconsin,33.07,29.89
2012,Wisconsin,40.27,21.0
2012,Wisconsin,33.57,38.11
2011,Wisconsin,26.26,17.23
2012,Wisconsin,31.15,18.33
2012,Wisconsin,27.8,31.24
2012,Wisconsin,34.94,18.33
2011,Wisconsin,38.7,35.84
2011,Wisconsin,27.34,46.85
2012,Wisconsin,34.94,17.68
2012,Wisconsin,33.67,41.28
2011,Wisconsin,27.77,36.79
2011,Wisconsin,43.39,23.57
2012,Wisconsin,30.77,41.16
2011,Wisconsin,30.54,25.24
2012,Wisconsin,36.59,44.82
2011,Wisconsin,36.5,41.09
2011,Wisconsin,32.12,35.59
2012,Wisconsin,23.61,49.09
2012,Wisconsin,35.97,19.9
2012,Wisconsin,21.8,47.35
2012,Wisconsin,38.98,49.77
2011,Wisconsin,36.48,20.58
2012,Wisconsin,28.7,35.74
2011,Wisconsin,32.09,31.23
2011,Wisconsin,32.22,14.92
2011,Wisconsin,29.27,30.9
2011,Wisconsin,20.91,47.75
2011,Wisconsin,29.92,18.2
2011,Wisconsin,28.96,42.28
2011,Wisconsin,34.37,16.85
2011,Wisconsin,43.21,12.25
2011,Wisconsin,38.27,16.53
2011,Wisconsin,35.35,43.84
2012,Wisconsin,30.55,25.54
2012,Wisconsin,44.92,23.92
2012,Wisconsin,22.6,15.13
2012,Wisconsin,42.69,44.49
2012,Wisconsin,39.05,28.15
2012,Wisconsin,34.62,14.53
2011,Wisconsin,22.54,38.52
2011,Wisconsin,24.9,21.71
2011,Wisconsin,27.41,45.95
2011,Wisconsin,39.0,23.79
2012,Wisconsin,34.55,26.16
2011,Wisconsin,30.13,43.91
2011,Wisconsin,21.05,32.56
2012,Wisconsin,28.98,38.43
2011,Wisconsin,39.05,39.82
2012,Wisconsin,35.94,37.71
2011,Wisconsin,30.25,31.48
2011,Wisconsin,39.66,36.12
2012,Wisconsin,39.98,47.44
2012,Wisconsin,25.98,17.89
2011,Wisconsin,31.44,28.53
2012,Wisconsin,39.48,28.99
2011,Wisconsin,25.55,26.08
2012,Wisconsin,40.15,20.77
2011,Wisconsin,35.85,11.61
2012,Wisconsin,39.27,33.13
2012,Wisconsin,41.83,28.86
2012,Wisconsin,30.64,39.03
2011,Wisconsin,33.81,10.03
2011,Wisconsin,20.2,33.76
2011,Wisconsin,33.76,19.77
2012,Wisconsin,40.9,25.57
2012,Wisconsin,20.71,25.58
2012,Wisconsin,35.39,35.04
2011,Wisconsin,22.36,36.75
2012,Wisconsin,42.96,30.38
2012,Wisconsin,20.31,48.84
2011,Wisconsin,44.87,26.22
2011,Wisconsin,34.25,33.56
2012,Wisconsin,24.38,38.75
2012,Wisconsin,24.3,47.61
2012,Wisconsin,34.95,35.22
2012,Wisconsin,21.53,33.5
2011,Wisconsin,22.07,15.43
2011,Wisconsin,30.17,28.49
2012,Wisconsin,28.09,14.2
2011,Wisconsin,37.22,19.2
2011,Wisconsin,28.6,10.42
2012,Wisconsin,39.66,19.27
2011,Wisconsin,26.31,36.53
2011,Wisconsin,38.84,13.38
2012,Wisconsin,37.18,30.22
2012,Wisconsin,30.8,12.54
2011,Wisconsin,33.62,25.2
2012,Wisconsin,20.74,42.07
2011,Wisconsin,36.0,15.19
2012,Wisconsin,44.27,19.3
2012,Wisconsin,22.91,17.0
2011,Wisconsin,39.48,26.93
2012,Wisconsin,41.98,17.26
2012,Wisconsin,39.21,26.35
2012,Wisconsin,22.94,49.47
2012,Wisconsin,37.51,46.81
2011,Wisconsin,22.42,20.96
2011,Wisconsin,25.11,21.22
2011,Wisconsin,44.52,41.88
2012,Wisconsin,22.63,21.56
2011,Wisconsin,41.81,38.58
2011,Wisconsin,37.56,36.8
2011,Wisconsin,36.02,23.72
2011,Wisconsin,26.73,31.64
2012,Wisconsin,21.41,29.15
2012,Wisconsin,21.22,12.4
2011,Wisconsin,43.03,25.68
2012,Wisconsin,27.45,42.79
2012,Wisconsin,32.03,18.77
2011,Wisconsin,22.81,47.0
2011,Wisconsin,40.89,46.47
2011,Wisconsin,20.64,17.78
2012,Wisconsin,21.52,15.22
2012,Wisconsin,42.33,22.89
2011,Wisconsin,23.55,49.2
2011,Wisconsin,40.72,38.56
2012,Wisconsin,23.47,38.09
2011,Wisconsin,35.93,27.63
2011,Wisconsin,37.16,32.66
2011,Wisconsin,43.4,13.95
2012,Wisconsin,24.64,24.61
2012,Wisconsin,21.71,38.63
2012,Wisconsin,22.06,18.21
2011,Wisconsin,35.24,49.33
2011,Wisconsin,39.91,32.37
2011,Wisconsin,40.25,37.22
2011,Wisconsin,28.06,21.65
2011,Wisconsin,25.27,42.06
2012,Wisconsin,42.94,46.62
2012,Wisconsin,21.15,15.8
2011,Wisconsin,36.24,36.24
2011,Wisconsin,43.49,38.35
2012,Wisconsin,27.8,39.36
2011,Wisconsin,34.57,25.53
2011,Wisconsin,29.79,20.86
2011,Wisconsin,40.3,10.34
2011,Wisconsin,21.6,44.69
2012,Wisconsin,21.86,47.39
2012,Wisconsin,25.92,19.95
2012,Wisconsin,40.93,39.05
2011,Wisconsin,22.12,32.29
2012,Wisconsin,31.51,40.34
2011,Wisconsin,40.68,11.19
2012,Wisconsin,20.15,30.87
2011,Wisconsin,30.52,21.53
2012,Wisconsin,22.68,36.18
2011,Wisconsin,28.9,10.14
2011,Wisconsin,40.13,35.14
2012,Wisconsin,41.17,46.32
2012,Wisconsin,38.77,39.76
2011,Wisconsin,21.33,49.17
2012,Wisconsin,36.1,21.44
2012,Wisconsin,26.83,14.5
2011,Wisconsin,22.82,39.13
2012,Wisconsin,36.34,30.67
2012,Wisconsin,32.2,39.61
2012,Wisconsin,38.31,27.27
2012,Wisconsin,22.88,34.85
2012,Wisconsin,39.82,49.74
2011,Wisconsin,23.87,24.97
2012,Wisconsin,22.52,32.14
2012,Wisconsin,26.06,23.28
2012,Wisconsin,34.9,32.0
2011,Wisconsin,25.41,49.92
2011,Wisconsin,37.47,26.89
2012,Wisconsin,24.96,12.65
2011,Wisconsin,22.65,18.89
2012,Wisconsin,22.21,24.31
2012,Wisconsin,26.23,34.74
2011,Wisconsin,22.96,13.62
2012,Wisconsin,44.52,25.97
2011,Wisconsin,25.46,46.92
2012,Wisconsin,39.33,11.66
2011,Wisconsin,41.01,30.22
2011,Wisconsin,35.23,18.37
2011,Wisconsin,32.72,48.11
2012,Wisconsin,23.32,33.13
2012,Wisconsin,41.09,18.3
2012,Wisconsin,31.69,47.17
2012,Wisconsin,25.19,26.7
2012,Wisconsin,22.9,41.37
2012,Wisconsin,29.24,31.61
2012,Wisconsin,40.56,35.21
2011,Wisconsin,26.54,47.13
2012,Wisconsin,39.44,23.62
2012,Wisconsin,35.17,35.26
2011,Wisconsin,43.35,11.81
2011,Wisconsin,26.38,19.01
2012,Wisconsin,24.17,36.86
2012,Wisconsin,44.03,25.21
2011,Wisconsin,41.58,12.36
2012,Wisconsin,44.57,16.84
2011,Wisconsin,33.51,45.89
2012,Wisconsin,37.17,32.74
2011,Wisconsin,29.39,45.03
2011,Wisconsin,38.44,45.01
2012,Wisconsin,40.58,18.25
2011,Wisconsin,41.16,44.12
2012,Wisconsin,43.69,38.35
2011,Wisconsin,20.01,18.75
2012,Wisconsin,31.98,32.85
2011,Wisconsin,33.04,23.03
2012,Wisconsin,27.75,49.12
2011,Wisconsin,39.28,45.22
2011,Wisconsin,29.64,20.81
2012,Wisconsin,42.03,29.73
2012,Wisconsin,39.48,46.91
2011,Wisconsin,22.6,23.73
2011,Wisconsin,35.11,27.31
2012,Wisconsin,31.15,36.0
2012,Wisconsin,38.64,39.24
2012,Wisconsin,42.17,24.32
2011,Wisconsin,36.53,20.02
2011,Wisconsin,40.95,49.6
2012,Wisconsin,32.24,33.17
2011,Wisconsin,34.69,39.93
2011,Wisconsin,36.61,18.36
2012,Wisconsin,26.45,33.83
2012,Wisconsin,30.79,44.39
2011,Wisconsin,25.75,24.72
2012,Wisconsin,40.58,49.13
2011,Wisconsin,26.02,20.37
2012,Wisconsin,43.23,31.82
2011,Wisconsin,38.6,27.69
2012,Wisconsin,44.21,14.09
2012,Wisconsin,44.33,43.86
2011,Wisconsin,27.29,42.36
2011,Wisconsin,25.81,36.15
2012,Wisconsin,27.53,20.15
2012,Wisconsin,22.57,39.94
2012,Wisconsin,25.19,18.92
2012,Wisconsin,35.2,44.65
2012,Wisconsin,35.57,37.08
2012,Wisconsin,28.84,39.23
2011,Wisconsin,28.42,44.3
2012,Wisconsin,25.66,33.47
2011,Wisconsin,23.55,29.22
2012,Wisconsin,23.65,29.45
2012,Wisconsin,21.13,44.51
2011,Wisconsin,20.77,40.63
2011,Wisconsin,40.33,47.07
2011,Wisconsin,24.58,21.66
2012,Wisconsin,27.53,43.5
2011,Wisconsin,43.28,37.45
2012,Wisconsin,24.54,38.8
2012,Wisconsin,21.63,48.02
2012,Wisconsin,30.15,49.71
2012,Wisconsin,42.17,30.36
2011,Wisconsin,27.44,28.79
2012,Wisconsin,35.79,14.21
2011,Wisconsin,24.49,42.91
2012,Wisconsin,32.25,27.91
2012,Wisconsin,33.41,31.59
2012,Wisconsin,40.79,35.81
2011,Wisconsin,29.36,43.49
2012,Wisconsin,32.33,35.05
2011,Wisconsin,32.87,37.75
2012,Wisconsin,35.29,20.02
2012,Wisconsin,36.61,26.52
2012,Wisconsin,36.98,10.77
2011,Wisconsin,20.35,22.23
2012,Wisconsin,32.37,33.56
2012,Wisconsin,23.31,39.33
2012,Wisconsin,22.31,28.11
2011,Wisconsin,32.75,48.34
2012,Wisconsin,22.69,49.64
2012,Wisconsin,39.54,30.09
2011,Wisconsin,39.11,25.21
2011,Wisconsin,38.23,47.09
2012,Wisconsin,26.71,27.87
2012,Wisconsin,43.21,42.73
2012,Wisconsin,41.68,24.96
2011,Wisconsin,36.52,24.33
2012,Wisconsin,27.23,47.2
2012,Wisconsin,29.0,22.99
2012,Wisconsin,42.97,23.89
2012,Wisconsin,35.12,33.8
2011,Wisconsin,36.47,41.93
2011,Wisconsin,32.84,37.59
2012,Wisconsin,37.54,28.21
2012,Wisconsin,36.8,16.56
2011,Wisconsin,37.58,26.72
2011,Wisconsin,23.64,12.1
2012,Wisconsin,28.18,49.9
2012,Wisconsin,21.14,40.44
2012,Wisconsin,36.01,24.88
2011,Wisconsin,44.12,44.23
2012,Wisconsin,35.12,19.12
2011,Wisconsin,26.24,27.47
2011,Wisconsin,39.02,20.17
2011,Wisconsin,35.17,42.18
2012,Wisconsin,37.8,45.47
2012,Wisconsin,42.91,12.17
2011,Wisconsin,31.04,25.51
2012,Wisconsin,35.32,24.8
2012,Wisconsin,37.07,13.8
2012,Wisconsin,38.24,43.92
2011,Wisconsin,36.47,26.88
2011,Wisconsin,30.84,29.48
2011,Wisconsin,38.21,34.17
2012,Wisconsin,44.17,23.99
2011,Wisconsin,39.47,46.88
2011,Wisconsin,40.91,42.7
2012,Wisconsin,26.97,10.19
2011,Wisconsin,30.96,27.86
2011,Wisconsin,38.64,40.02
2012,Wisconsin,40.44,44.4
2011,Wisconsin,20.85,44.97
2012,Wisconsin,26.83,18.67
2012,Wisconsin,23.13,34.9
2011,Wisconsin,41.03,21.7
2012,Wisconsin,25.38,26.83
2012,Wisconsin,30.34,45.86
2012,Wisconsin,22.11,25.16
2011,Wisconsin,42.46,49.93
2012,Wisconsin,39.9,33.62
2012,Wisconsin,44.36,18.65
2011,Wisconsin,20.38,47.83
2011,Wisconsin,22.25,30.2
2012,Wisconsin,30.79,42.05
2011,Wisconsin,30.01,35.56
2012,Wisconsin,43.9,15.45
2012,Wisconsin,43.07,19.6
2012,Wisconsin,21.68,31.65
2012,Wisconsin,42.46,40.95
2011,Wisconsin,31.15,49.2
2011,Wisconsin,35.15,36.85
2012,Wisconsin,20.44,17.69
2012,Wisconsin,35.53,42.82
2012,Wisconsin,34.5,39.12
2012,Wisconsin,30.28,32.35
2011,Wisconsin,33.94,45.21
2012,Wisconsin,27.24,46.18
2011,Wisconsin,36.53,31.38
2011,Wisconsin,27.9,30.45
2011,Wisconsin,27.06,22.2
2011,Wisconsin,23.7,31.1
2011,Wisconsin,41.01,48.43
2012,Wisconsin,36.85,26.22
2012,Wisconsin,35.09,22.63
2011,Wisconsin,32.15,13.74
2011,Wisconsin,23.69,26.28
2012,Wisconsin,41.19,26.16
2012,Wisconsin,28.23,39.58
2012,Wisconsin,40.98,40.37
2012,Wisconsin,39.66,40.59
2011,Wisconsin,41.88,22.77
2012,Wisconsin,41.96,37.16
2011,Wisconsin,34.75,18.78
2011,Wisconsin,28.57,31.1
2011,Wisconsin,31.42,26.04
2011,Wisconsin,44.67,33.11
2012,Wisconsin,39.59,45.97
2012,Wisconsin,26.22,11.46
2011,Wisconsin,27.83,36.19
2011,Wisconsin,43.08,14.75
2011,Wisconsin,34.65,43.75
2012,Wisconsin,41.18,44.96
2011,Wisconsin,41.58,25.41
2012,Wisconsin,32.03,22.73
2011,Wisconsin,41.98,22.64
2011,Wisconsin,30.82,19.83
2011,Wisconsin,21.9,21.99
2011,Wisconsin,35.67,29.37
2012,Wisconsin,24.86,40.65
2011,Wisconsin,40.82,30.5
2011,Wisconsin,40.86,36.98
2011,Wisconsin,44.07,29.74
2011,Wisconsin,22.61,40.38
2012,Wisconsin,37.26,11.77
2012,Wisconsin,30.06,16.5
2011,Wisconsin,44.41,15.23
2011,Wisconsin,34.06,42.14
2012,Wisconsin,26.96,23.45
2011,Wisconsin,42.9,14.92
2011,Wisconsin,20.79,20.31
2011,Wisconsin,29.21,14.18
2011,Wisconsin,39.25,48.69
2012,Wisconsin,20.98,14.89
2012,Wisconsin,35.36,23.2
2011,Wisconsin,25.04,41.93
2011,Wisconsin,23.59,45.43
2011,Wisconsin,36.18,26.17
2012,Wisconsin,40.78,39.51
2012,Wisconsin,28.92,30.07
2011,Wisconsin,35.45,34.35
2012,Wisconsin,20.3,30.12
2011,Wisconsin,36.72,27.02
2011,Wisconsin,36.78,18.37
2012,Wisconsin,20.9,20.65
2011,Wisconsin,31.9,38.24
2012,Wisconsin,23.65,11.56
2012,Wisconsin,28.69,39.14
2011,Wisconsin,29.78,47.4
2012,Wisconsin,40.37,20.22
2012,Wisconsin,43.05,34.85
2012,Wisconsin,28.24,41.83
2011,Wisconsin,39.98,28.09
2011,Wisconsin,30.14,11.93
2011,Wisconsin,20.8,11.7
2011,Wisconsin,33.45,14.52
2011,Wisconsin,43.14,39.68
2011,Wisconsin,34.18,28.12
2011,Wisconsin,35.06,29.28
2011,Wisconsin,38.48,26.94
2011,Wisconsin,42.21,30.77
2011,Wisconsin,28.84,27.92
2012,Wisconsin,36.52,17.92
2012,Wisconsin,20.69,30.49
2012,Wisconsin,37.71,44.26
2012,Wisconsin,28.63,12.09
2012,Wisconsin,28.38,45.74
2012,Wisconsin,43.05,46.53
2011,Wisconsin,22.22,13.4
2012,Wisconsin,36.37,45.4
2012,Wisconsin,27.81,36.69
2012,Wisconsin,31.15,20.03
2011,Wisconsin,38.47,14.02
2011,Wisconsin,31.7,25.64
2012,Wisconsin,38.69,38.14
2012,Wisconsin,26.99,16.92
2011,Wisconsin,22.03,16.55
2011,Wisconsin,34.4,14.37
2011,Wisconsin,37.81,33.46
2012,Wisconsin,42.62,40.24
2011,Wisconsin,41.21,31.87
2011,Wisconsin,39.71,49.02
2012,Wisconsin,39.4,11.64
2012,Wisconsin,25.54,38.81
2012,Wisconsin,33.86,28.38
2012,Wisconsin,33.49,46.1
2011,Wisconsin,21.42,23.61
2012,Wisconsin,32.29,10.77
2012,Wisconsin,36.49,40.87
2012,Wisconsin,45.0,19.16
2011,Wisconsin,42.31,47.73
2012,Wisconsin,36.66,38.02
2012,Wisconsin,29.07,14.06
2012,Wisconsin,28.63,34.48
2011,Wisconsin,41.81,25.97
2012,Wisconsin,32.97,48.28
2012,Wisconsin,34.14,47.88
2011,Wisconsin,22.19,13.55
2012,Wisconsin,35.29,46.78
2012,Wisconsin,20.11,21.72
2011,Wisconsin,37.21,20.82
2012,Wisconsin,28.94,20.19
2012,Wisconsin,35.95,26.83
2011,Wisconsin,39.1,15.61
2011,Wisconsin,26.71,12.32
2012,Wisconsin,43.81,13.05
2011,Wisconsin,23.21,16.01
2011,Wisconsin,37.93,48.27
2012,Wisconsin,23.26,39.91
2012,Wisconsin,27.53,23.53
2011,Wisconsin,42.99,34.59
2012,Wisconsin,35.12,11.53
2011,Wisconsin,42.88,45.16
2012,Wisconsin,25.79,22.69
2011,Wisconsin,23.84,16.7
2011,Wisconsin,36.69,43.27
2011,Wisconsin,42.76,42.59
2011,Wisconsin,35.95,43.67
2012,Wyoming,41.17,18.39
2012,Wyoming,29.07,30.69
2011,Wyoming,35.01,42.56
2012,Wyoming,33.48,30.22
2011,Wyoming,41.17,36.53
2012,Wyoming,22.53,17.53
2011,Wyoming,30.85,13.18
2011,Wyoming,27.0,32.97
2012,Wyoming,39.63,42.23
2012,Wyoming,28.96,24.59
2011,Wyoming,24.19,37.32
2011,Wyoming,31.33,30.82
2011,Wyoming,40.18,26.05
2011,Wyoming,21.41,49.81
2011,Wyoming,36.49,23.81
2012,Wyoming,38.73,31.3
2011,Wyoming,21.17,17.59
2012,Wyoming,28.33,33.73
2012,Wyoming,23.8,34.9
2012,Wyoming,33.62,43.51
2011,Wyoming,23.85,27.49
2012,Wyoming,22.08,34.02
2011,Wyoming,40.27,35.83
2012,Wyoming,35.21,28.33
2012,Wyoming,23.27,19.93
2012,Wyoming,23.37,18.74
2011,Wyoming,34.04,45.03
2012,Wyoming,22.03,37.47
2012,Wyoming,36.41,10.78
2011,Wyoming,31.59,34.17
2011,Wyoming,23.45,33.53
2011,Wyoming,24.49,14.5
2012,Wyoming,39.97,10.85
2012,Wyoming,37.79,14.28
2012,Wyoming,22.92,23.56
2011,Wyoming,35.41,44.91
2012,Wyoming,27.87,18.44
2012,Wyoming,28.92,25.84
2011,Wyoming,43.97,21.34
2012,Wyoming,20.46,33.68
2011,Wyoming,40.38,24.22
2012,Wyoming,34.83,13.48
2011,Wyoming,24.43,35.16
2012,Wyoming,42.15,14.32
2012,Wyoming,39.17,16.99
2012,Wyoming,30.79,29.41
2012,Wyoming,21.62,37.68
2011,Wyoming,22.81,34.59
2011,Wyoming,40.6,14.81
2011,Wyoming,23.41,22.31
2011,Wyoming,42.82,26.12
2012,Wyoming,42.31,34.41
2011,Wyoming,25.04,39.35
2011,Wyoming,27.9,31.57
2012,Wyoming,39.28,44.77
2012,Wyoming,43.41,42.15
2012,Wyoming,31.68,16.99
2012,Wyoming,26.92,34.88
2011,Wyoming,26.05,41.72
2012,Wyoming,35.5,39.93
2011,Wyoming,20.94,40.26
2012,Wyoming,28.62,14.36
2012,Wyoming,42.85,15.09
2012,Wyoming,22.0,48.94
2012,Wyoming,33.77,16.17
2011,Wyoming,30.35,41.51
2011,Wyoming,32.26,46.73
2012,Wyoming,30.48,36.74
2012,Wyoming,44.56,26.26
2012,Wyoming,41.35,33.79
2011,Wyoming,20.41,26.65
2011,Wyoming,34.86,10.51
2012,Wyoming,30.6,17.97
2011,Wyoming,31.03,34.04
2012,Wyoming,39.96,14.53
2012,Wyoming,31.3,22.76
2012,Wyoming,41.44,41.98
2011,Wyoming,31.62,26.71
2012,Wyoming,37.84,17.13
2012,Wyoming,26.11,10.28
2011,Wyoming,25.41,44.39
2012,Wyoming,42.44,45.32
2012,Wyoming,39.04,26.67
2012,Wyoming,28.4,19.4
2012,Wyoming,24.48,45.81
2012,Wyoming,36.3,15.41
2011,Wyoming,24.69,35.74
2011,Wyoming,43.46,33.33
2011,Wyoming,40.85,17.83
2012,Wyoming,34.1,33.17
2011,Wyoming,38.88,17.09
2012,Wyoming,31.92,45.65
2011,Wyoming,32.52,39.2
2012,Wyoming,42.74,44.94
2011,Wyoming,32.36,19.32
2011,Wyoming,42.54,31.41
2011,Wyoming,35.23,49.94
2011,Wyoming,41.36,47.36
2011,Wyoming,44.63,31.76
2012,Wyoming,27.49,25.63
2012,Wyoming,23.84,45.76
2011,Wyoming,33.43,29.83
2012,Wyoming,42.39,38.5
2012,Wyoming,21.5,30.05
2012,Wyoming,32.07,21.42
2012,Wyoming,33.76,31.36
2012,Wyoming,20.81,32.36
2012,Wyoming,41.06,14.2
2011,Wyoming,43.75,32.91
2011,Wyoming,34.35,39.59
2012,Wyoming,26.44,11.19
2012,Wyoming,39.51,39.74
2011,Wyoming,34.85,37.56
2011,Wyoming,29.24,42.96
2012,Wyoming,22.71,46.88
2012,Wyoming,29.36,29.28
2011,Wyoming,25.31,35.64
2012,Wyoming,42.5,47.11
2012,Wyoming,40.53,13.95
2012,Wyoming,21.38,19.16
2011,Wyoming,43.85,46.91
2012,Wyoming,33.12,14.66
2012,Wyoming,20.72,12.12
2012,Wyoming,31.62,25.47
2011,Wyoming,43.9,35.04
2011,Wyoming,36.21,26.02
2012,Wyoming,36.86,16.04
2012,Wyoming,22.72,46.64
2012,Wyoming,31.94,39.72
2011,Wyoming,32.64,12.88
2011,Wyoming,37.64,30.58
2011,Wyoming,30.91,34.85
2011,Wyoming,21.58,46.96
2012,Wyoming,31.46,22.28
2011,Wyoming,37.77,27.52
2011,Wyoming,38.67,23.45
2012,Wyoming,22.75,45.07
2011,Wyoming,36.41,11.35
2012,Wyoming,29.31,43.02
2012,Wyoming,24.08,29.03
2012,Wyoming,32.95,42.12
2011,Wyoming,37.83,40.53
2012,Wyoming,40.21,15.15
2012,Wyoming,38.1,32.48
2012,Wyoming,28.95,28.48
2012,Wyoming,41.89,23.95
2012,Wyoming,25.27,10.4
2012,Wyoming,35.12,11.34
2012,Wyoming,20.39,45.17
2012,Wyoming,38.53,12.52
2011,Wyoming,20.76,33.78
2012,Wyoming,34.45,31.66
2012,Wyoming,35.96,14.45
2011,Wyoming,23.98,24.11
2012,Wyoming,26.31,24.91
2012,Wyoming,37.93,40.94
2012,Wyoming,35.09,31.97
2012,Wyoming,43.13,37.24
2012,Wyoming,25.48,17.9
2012,Wyoming,24.65,47.59
2012,Wyoming,36.56,19.43
2012,Wyoming,34.04,32.56
2011,Wyoming,23.28,41.03
2012,Wyoming,44.39,25.46
2011,Wyoming,33.91,22.66
2012,Wyoming,36.01,35.82
2012,Wyoming,33.67,19.24
2011,Wyoming,23.09,37.8
2011,Wyoming,33.56,17.73
2012,Wyoming,21.38,46.25
2012,Wyoming,31.45,28.24
2011,Wyoming,31.57,13.62
2011,Wyoming,36.82,43.56
2012,Wyoming,37.82,45.17
2011,Wyoming,28.17,27.23
2011,Wyoming,26.49,42.85
2012,Wyoming,25.0,29.71
2012,Wyoming,27.45,10.22
2011,Wyoming,25.76,35.76
2011,Wyoming,24.31,47.97
2011,Wyoming,41.95,23.57
2012,Wyoming,21.49,44.43
2011,Wyoming,23.66,40.98
2012,Wyoming,30.01,42.97
2011,Wyoming,41.39,45.34
2011,Wyoming,23.4,22.9
2012,Wyoming,22.05,12.88
2012,Wyoming,24.61,41.5
2012,Wyoming,23.67,17.29
2011,Wyoming,28.0,29.03
2012,Wyoming,42.78,47.65
2011,Wyoming,35.21,49.15
2011,Wyoming,35.52,23.5
2011,Wyoming,43.88,45.94
2011,Wyoming,41.96,26.64
2011,Wyoming,25.55,18.55
2011,Wyoming,39.97,12.55
2011,Wyoming,33.61,40.72
2012,Wyoming,41.09,28.98
2012,Wyoming,30.38,28.92
2011,Wyoming,31.06,43.8
2011,Wyoming,36.5,43.31
2012,Wyoming,34.64,14.62
2011,Wyoming,27.6,20.14
2011,Wyoming,28.68,30.22
2012,Wyoming,24.0,27.43
2011,Wyoming,41.31,47.72
2012,Wyoming,37.01,23.81
2011,Wyoming,41.05,17.7
2011,Wyoming,40.4,32.0
2012,Wyoming,40.15,37.72
2012,Wyoming,31.43,19.14
2011,Wyoming,39.2,20.85
2011,Wyoming,44.79,48.07
2012,Wyoming,37.4,45.09
2011,Wyoming,20.02,44.13
2012,Wyoming,29.84,21.22
2011,Wyoming,42.58,18.96
2011,Wyoming,32.94,21.0
2012,Wyoming,25.27,34.75
2011,Wyoming,40.73,23.46
2012,Wyoming,22.41,24.97
2011,Wyoming,42.7,14.86
2012,Wyoming,26.25,12.07
2012,Wyoming,21.22,28.49
2011,Wyoming,33.5,34.58
2012,Wyoming,44.41,36.54
2011,Wyoming,31.0,36.17
2012,Wyoming,38.05,19.78
2012,Wyoming,35.83,22.17
2012,Wyoming,21.27,13.58
2012,Wyoming,33.77,31.75
2012,Wyoming,29.66,35.21
2012,Wyoming,44.59,39.91
2012,Wyoming,25.4,47.8
2011,Wyoming,36.44,42.44
2011,Wyoming,20.22,41.71
2011,Wyoming,29.95,26.05
2012,Wyoming,41.15,27.77
2011,Wyoming,35.72,35.57
2012,Wyoming,20.85,46.21
2012,Wyoming,20.08,45.36
2011,Wyoming,23.0,39.57
2012,Wyoming,23.84,17.09
2011,Wyoming,33.28,26.58
2012,Wyoming,30.35,48.81
2011,Wyoming,30.61,33.44
2011,Wyoming,24.36,27.64
2012,Wyoming,21.26,16.29
2012,Wyoming,27.94,47.12
2012,Wyoming,22.5,43.24
2012,Wyoming,34.9,13.12
2011,Wyoming,34.94,31.92
2011,Wyoming,37.68,10.67
2012,Wyoming,39.3,48.56
2011,Wyoming,28.18,43.55
2012,Wyoming,37.17,17.63
2012,Wyoming,31.92,30.74
2011,Wyoming,36.11,41.41
2011,Wyoming,26.81,31.46
2012,Wyoming,35.16,28.5
2012,Wyoming,35.42,14.78
2012,Wyoming,36.75,25.12
2011,Wyoming,30.46,20.01
2012,Wyoming,34.45,15.03
2012,Wyoming,38.25,25.33
2011,Wyoming,26.79,23.5
2012,Wyoming,32.42,11.83
2011,Wyoming,24.45,47.43
2012,Wyoming,22.54,25.13
2012,Wyoming,21.78,48.3
2012,Wyoming,30.86,33.03
2012,Wyoming,25.47,17.08
2011,Wyoming,30.22,22.47
2011,Wyoming,25.95,47.78
2012,Wyoming,27.55,47.71
2011,Wyoming,35.52,26.11
2012,Wyoming,21.02,41.89
2012,Wyoming,40.52,35.29
2012,Wyoming,33.16,34.65
2011,Wyoming,36.77,43.87
2011,Wyoming,36.55,16.8
2011,Wyoming,28.64,11.26
2011,Wyoming,26.24,36.53
2012,Wyoming,33.44,29.28
2012,Wyoming,39.45,29.78
2012,Wyoming,39.18,25.52
2011,Wyoming,38.31,12.28
2012,Wyoming,39.52,17.78
2011,Wyoming,21.13,28.62
2012,Wyoming,34.65,26.39
2012,Wyoming,20.68,34.57
2011,Wyoming,43.88,13.64
2011,Wyoming,44.96,35.3
2012,Wyoming,28.84,48.56
2012,Wyoming,42.57,31.09
2011,Wyoming,28.45,47.14
2012,Wyoming,26.65,35.0
2011,Wyoming,28.51,30.86
2012,Wyoming,20.66,20.18
2012,Wyoming,29.65,24.05
2011,Wyoming,40.66,34.13
2011,Wyoming,41.74,28.51
2012,Wyoming,29.08,33.92
2011,Wyoming,40.38,20.0
2011,Wyoming,32.6,26.93
2011,Wyoming,35.75,30.24
2011,Wyoming,42.76,16.32
2012,Wyoming,42.95,30.61
2011,Wyoming,33.06,10.67
2012,Wyoming,29.62,13.79
2011,Wyoming,40.37,18.91
2011,Wyoming,27.33,45.36
2011,Wyoming,40.97,33.12
2012,Wyoming,37.9,33.1
2012,Wyoming,37.35,16.5
2012,Wyoming,39.6,38.17
2012,Wyoming,34.87,34.31
2012,Wyoming,24.19,22.13
2012,Wyoming,39.79,13.61
2012,Wyoming,21.76,48.03
2012,Wyoming,37.03,36.88
2012,Wyoming,29.07,31.96
2012,Wyoming,31.46,22.01
